gene	sd_tracerx_renal
AMY2B	1.0814010411170782
ZSCAN18	1.0813967904565756
GLB1L2	1.081275218785143
KIF20A	1.081012310825221
ETV7	1.0806543814272822
CDC42BPG	1.0806356581450065
LINC00086	1.0806184402983963
LINC00707	1.0805801171561893
LRRC8E	1.0804221771823896
FSBP	1.0803317643310086
CCL15-CCL14	1.080183708797468
COL9A2	1.0800260862370856
ANTXR1	1.079775745034919
PXMP2	1.0794747314351165
CD74	1.0793772825586627
ICOS	1.079299184681982
DOK5	1.0791254766964744
SLA	1.0791127832681988
PALM3	1.0790982603380188
GPR133	1.0787872879899136
USHBP1	1.0784494321475422
OBSL1	1.0780243395492908
NGF	1.0779454659181946
CXCR6	1.0777860392173624
TRIB2	1.0776116177688337
LOC389906	1.0774246526424882
LPIN3	1.077217648988373
CNTNAP1	1.0771057821716372
CYGB	1.0770756360130187
KITLG	1.0767986646516419
CEACAM1	1.0767853466541224
CECR2	1.0767189156864083
SLAMF6	1.0766493133780093
KLF4	1.0766490221124014
DPY19L2P1	1.0763208508949127
TNFSF14	1.0762175792381805
TST	1.0760572588859634
CD302	1.075827236171841
PANK1	1.0758076801128673
SCN8A	1.075780896064053
GOLT1A	1.0755095144381464
SNHG5	1.0754709710889383
IFITM1	1.0753827164666345
FAM43A	1.0748128539388004
PLAC9	1.074781050581476
LAMA4	1.0744396083145187
CSRP2	1.074340225343973
LOC100133331	1.0742671341212617
IQUB	1.074195173933106
NEURL1B	1.0740807157680292
UBXN10	1.0740521303162256
ENTPD2	1.0739462638418544
FTL	1.0739415522491207
TMTC1	1.0738170588055223
RDH5	1.0737515480290254
CYB5R2	1.0736657653082384
HSD11B1	1.073572828268103
EXOC3L1	1.0732416385502797
HIST2H3D	1.0732390750278225
CYP4F12	1.0731791002051285
DNAJA4	1.072786028770359
FOXD1	1.0727238949937117
SGIP1	1.0725720407281276
ENPP1	1.0725029887772424
BACE2	1.072323236391566
LINGO1	1.0721500094759087
SRRM3	1.0720751570926887
ISM1	1.0720016805915293
SLCO1A2	1.0718325371412805
FAM155A	1.0718172390679623
SLC40A1	1.0717444808029242
S100A2	1.0715818745386
ASAH1	1.0714346543794102
KRT222	1.0712965915392356
MSH5-SAPCD1	1.071227715541855
GZMH	1.0712128117244348
CFD	1.0711578214570194
BOK	1.0710805990007959
DNAH1	1.0708142067850255
REG1B	1.0704185986067045
F8	1.0702523465328058
IRF7	1.0700646788499217
RPS26	1.0699742897567168
VAT1L	1.069701365650729
ZAP70	1.0691056890635562
ZFP36	1.0690436038083897
UQCRH	1.0690349561081924
OLFML2B	1.0690206834241531
ANXA1	1.0687484099573297
TMEM25	1.0686907726420782
SEC14L6	1.0686856458412317
CD72	1.0686517545705987
LOC100131257	1.0684207982068659
NME5	1.0684206393961133
E2F7	1.068285795811793
PALM2-AKAP2	1.068284418624932
FASLG	1.0681788321723076
XAF1	1.0677720348022304
S1PR3	1.067652786455563
PCDHB15	1.0672816948877222
IGSF1	1.0672571124012447
FCGR2C	1.067186854214781
NSUN5P1	1.0671210817128078
B3GAT1	1.0671149901276566
LOC101928075	1.0670166390986127
NIM1K	1.0667965235596448
GGTA1P	1.066795964786889
SNED1	1.0664506314534066
FAM65B	1.0663771510204494
RNF157	1.0663397625613242
ADRA2B	1.066242932057949
ANKRD33B	1.0661990680830125
GIMAP8	1.0660369247033368
PRRT2	1.0654296095062301
RIPK4	1.0652682837981318
GJC2	1.0650231693408694
HSD3BP4	1.0648972320573757
GPC6	1.064887464957069
XK	1.0648832248962679
PCDHGB6	1.0645353246177123
IRS1	1.064413794549821
HIST1H3F	1.0638963701914428
LOC101927374	1.063714789315871
GLUL	1.0635937835574165
PLEKHG5	1.0635675304929963
BCL2	1.0630922428998517
PTCH1	1.0630150712487103
ITGAL	1.0628563856476239
LOC100294362	1.062813986493673
MCAM	1.0626138954976907
EVA1A	1.0624723488425687
RGS7BP	1.06239593097174
HIST1H4F	1.0623615561448019
LCP1	1.0620026172385737
HIST1H1B	1.061939544409627
SMAD9	1.0619087511416851
CCR4	1.0617974801951438
CX3CL1	1.061319586034303
KCNJ8	1.0613007245505621
C1orf168	1.0609421203060465
NDRG1	1.0607190551844798
COLEC11	1.0606678649836319
FLG-AS1	1.060610415701658
ZNF300	1.060542094404867
CCL8	1.0604000795096475
ZNF486	1.060351978181694
SCNN1D	1.0602174187810003
ELL2	1.060174332113101
SOCS2	1.0598448643399243
ELMO3	1.059547813452676
FPR1	1.0594975499804553
LY96	1.0594463436060397
STK32B	1.059150851491416
CAPN13	1.0591087385890534
PPP1R16B	1.0591039054006004
CGREF1	1.0590393334812778
ALOX5	1.0589965934572851
PCSK5	1.0587641197336832
CXorf36	1.0584670256319735
KCNJ13	1.05838258792762
TPGS1	1.0583138045507126
PC	1.058223966578401
NDRG4	1.0578678006449598
SPAG5	1.0576481443199524
RASL11A	1.0576196532051108
DACH1	1.0570338551271807
NOL3	1.0568919497824674
EFHD1	1.0568855779409727
EMB	1.0567385857025942
PCDHGB8P	1.0567052233414191
PHLDA1	1.0565883467032908
IFITM10	1.0565311684220298
DGAT2	1.0565248351818644
ATN1	1.0563910051279661
C9	1.056142972956377
TSPAN11	1.0559483485693208
ZNF300P1	1.055559346029095
TCF21	1.0555042478061523
CTAGE4	1.0554450489993659
SELL	1.0551172484939957
LRRC32	1.0549729610667178
OXCT1	1.0548361949963256
STEAP1	1.0545130364841973
AMDHD1	1.0544884660405354
RUNX1T1	1.0542611562646493
HEY2	1.054248121967171
EPAS1	1.0539433038500337
DEPDC7	1.0538768039304147
TLR8	1.0537103401838672
FCGR1A	1.053603653527318
NOS3	1.0534141380116524
ITPR3	1.0532589877992484
AIM1	1.0530635766247427
LINC00626	1.0529673908375645
CCDC158	1.0528059946280408
LINC01000	1.0526982924846442
HAPLN3	1.0523567005829808
RENBP	1.0523561896888096
RPS27	1.0522677467619705
LOC643406	1.0517327186094731
SIRPG	1.0515933695615767
FOXF1	1.0515082337639725
S100A6	1.051411313568296
WBSCR27	1.0510989543133362
BMP4	1.0509779707172502
SLC22A5	1.0507418824814816
BMP2	1.0507191597598977
DACT1	1.0504622434619981
NSG1	1.050325202803244
SLC7A7	1.050223896362994
PDE4C	1.050162596974057
PDE1C	1.0501237886039991
FAM95C	1.0499614107485946
RPL37A	1.0494527142254675
TOP2A	1.049361914214268
SPRY4	1.0489587807321095
TIMD4	1.0488304609088774
RAD54B	1.0488180348322433
FOXM1	1.048606417546764
PCDHGA12	1.048362217825275
HEY1	1.0482108035911757
ABTB2	1.048180763007236
SLC2A14	1.0481039592995967
TBC1D2	1.048054719384765
CCR1	1.047453767020246
VNN2	1.0472623880728238
HSD17B2	1.0472192397051086
PDGFRL	1.0468445042288947
HRC	1.0468284183232077
ADAMTS10	1.046811082900874
EML6	1.0467013593492653
OMG	1.0464947832790665
RPS21	1.0464152288205557
SIT1	1.0463611030498732
FOSL1	1.0460229128143812
RUNDC3A	1.045889224961549
RAMP2	1.0457103163633537
PCDHA3	1.0456422216958816
FGF5	1.0456376973286694
C1QTNF7	1.0454903139640779
CAV1	1.0454640183235842
TGM2	1.0454001820379295
PP7080	1.045301159926896
HIST1H2AJ	1.0452836286497271
LRRK2	1.0452635511624422
BOC	1.045158378188364
TGFBR3	1.045079462410002
RAPGEF3	1.0450559480860429
CAMK2N1	1.0450005679478374
NFIA	1.0448666884135323
CYTIP	1.0443448674439506
COL27A1	1.0442219014650442
STXBP1	1.044208818000942
ZNF385D	1.0440695979438028
ECM2	1.0440666652908714
LPHN2	1.043873235917476
FAM198B	1.0437116074166024
CD83	1.043688407004609
UNC5C	1.0430129341915666
SEMA3F	1.0429115346121758
CAPG	1.0426979354557715
KDELR3	1.0426537801797102
BCL11B	1.0426484079620089
GREB1	1.0425872351058427
CENPF	1.0423582479548814
MBNL3	1.0421986564187709
FZD4	1.0420748190340783
OASL	1.0418370021060772
RBM14-RBM4	1.0416029832832194
BMP6	1.0414478899725188
CYBB	1.0412576779097849
TSPAN18	1.0411720132131999
ZP3	1.0410937423419417
JUNB	1.0409318572422694
DERL3	1.0409115350743676
SEPT1	1.0405419740376625
NACAD	1.0405373117574008
LAMA3	1.0403909986118034
TMEM37	1.0399331096512987
MEX3A	1.0396317468174783
MAP3K7CL	1.0395937657011172
GPT2	1.038959235764696
SLC25A10	1.0388142719850078
CCL13	1.038777818348429
ID3	1.0386454994146266
KCNK5	1.0386385380202974
AFAP1L2	1.0385410128403119
SHISA9	1.0385393339825948
SLC6A1	1.0382145944785302
ASPDH	1.038010597776591
LOC642846	1.0378055862194706
CHST15	1.0377871125815774
PHKA2	1.0375462905513686
TRIM16L	1.0368141886324875
FAM83H	1.0366606272861505
EPHX1	1.0364917841877828
LOC100507156	1.0364095434770415
PKP2	1.0360789807519677
CD247	1.0358783605796718
CCM2L	1.0358234681120435
C1QC	1.0358216145162162
LIMS2	1.0356060245442007
EPSTI1	1.0355702005394918
PSMB9	1.0354913253597529
LOC554223	1.0352947199556173
TMSB4Y	1.0352817906386875
BUB1	1.0351882263611456
TCF4	1.0350357546567843
RERGL	1.0350084343355734
FAM115D	1.0349051298262024
ANO9	1.0348533009128547
ABLIM2	1.0347183915800995
EPHX2	1.0344741199639684
PLEKHB1	1.034417763821058
SDHAP1	1.0343280561971109
SARDH	1.034152723457893
MYO5B	1.0337464441162902
MDGA1	1.0336868189175015
BIRC5	1.0332942789743205
NCEH1	1.0331667138190546
JPH1	1.0331250626890045
DUSP5	1.0330800445494206
ERVV-1	1.0330083977196163
FLT3	1.0328840179860728
FAM171B	1.0324781164030359
HIPK2	1.0324165484532288
ITGA10	1.0324005965576528
DCHS1	1.0323892434793172
FSTL1	1.0323504984079586
TCN2	1.032342165345745
HBEGF	1.0318888612043424
FGL2	1.0318769891647401
LOC440300	1.0318569648065874
HSPA12B	1.031463092640711
PCDHA13	1.031219359404616
TNFSF13B	1.0308306419277706
STAC	1.030718730609824
NPTXR	1.0305476763123305
PAPSS2	1.0302866217575124
BAIAP3	1.030245387477416
TESC	1.0302191228897528
THNSL2	1.0301710017425705
LY6H	1.0300008654898687
CHST5	1.0299380164826222
WWC1	1.0296220254792188
RPS15A	1.0295707235948193
KSR1	1.0295150430425035
PXDN	1.0290992737569329
JAM2	1.0290769746095947
MLLT11	1.0288581811784456
DCSTAMP	1.0288537499787413
NAV2	1.028695811563118
TPX2	1.0284834364411932
FAM20A	1.0284779293229795
LOC101928103	1.0283222702202461
SNAI2	1.0282963668214284
FAM84A	1.0282532063806729
ENG	1.0280826298822476
EVA1C	1.028047217121744
SLC51B	1.027891342836579
HYI	1.0278313390315739
MT1L	1.027658776369849
SYNGR1	1.0274586489783502
AACSP1	1.0273294481340853
C10orf62	1.0272760771855132
CCDC85A	1.0271693608096095
BCAS1	1.0268272443370314
C1RL-AS1	1.0267816127018115
UBE2C	1.0265749212061592
PER3	1.0262864856077074
TXNRD1	1.0260339749097003
ASTN2	1.02562153424667
TTLL3	1.025606760176251
CEBPA	1.0255514881771128
LINC00673	1.0254563673936696
HSPA1B	1.0253891572506209
CTSD	1.0253624016419884
BICD1	1.0249798299803226
ARHGEF25	1.0248307974556794
LDLRAD4	1.0245629123751945
DNAH6	1.0242681912482277
ZDBF2	1.0242587506993754
GLI2	1.024231527015525
DDX12P	1.0241841581494402
CD84	1.0241554364761483
SMLR1	1.0241156229337276
LOC100272216	1.0239530711364666
LRCH2	1.0238339156031209
ALOX12P2	1.0236386403752025
MCF2L	1.0234607630168153
SLC14A1	1.0231954297718384
PCNT	1.0228545930512385
ZNF90	1.0228388983920036
FGF14	1.0227495708905945
GPRASP1	1.0226629890549221
HNF1A-AS1	1.0224898555932111
FYB	1.0222938440918878
BEST4	1.022252914655875
BAHCC1	1.022177036605692
FAM83G	1.0220674916601868
C9orf66	1.0218593558665157
C12orf49	1.02174500103719
PKDCC	1.0216685166126096
GPR56	1.0215385342593164
AQP7	1.0215155849874773
LOC101927391	1.0214324799128265
SLC25A42	1.0211466671622693
LOC100126784	1.020809441566841
CCSER1	1.0207587036061654
NES	1.0207150232097986
PLSCR4	1.0203955568702179
GOLGA2P5	1.0203851707798446
SORCS3-AS1	1.0203588591828012
MFGE8	1.0200854128070214
FAM174B	1.0199328589828651
MYL9	1.0198998807132669
SHANK2	1.019884302656279
PRR7	1.0197348188202557
C19orf67	1.0196883126410532
GLTPD2	1.0195890173900786
TCEA3	1.0194651608660645
WFDC1	1.019429390140307
MYRIP	1.0193737608910545
TRPA1	1.0193083489654853
FCGR1C	1.019044466936918
CA2	1.0188065574275418
LOC729732	1.0186136780077273
PYHIN1	1.0184217296763396
ASS1	1.0182320451736468
PTPRC	1.0181995165775766
LINC01158	1.0179102035329775
COLGALT2	1.0178620147827813
CD109	1.0178156514228804
ABCC9	1.017799163264991
MIR4697HG	1.0175781942629614
ZSWIM5	1.0171211712074337
CD93	1.017064813491612
ALDH1L2	1.0168112019431164
PPAP2B	1.0167303571878876
PRDM8	1.0167278601375394
NLRP1	1.01658601578114
MAP3K15	1.0165415653631173
EME2	1.0164061377038427
CD28	1.0162475171062684
INSR	1.0161201810641252
DNM3OS	1.0160076839813
ENTPD5	1.0159632113697346
CCDC74B	1.0157237207147354
RGL3	1.015075345836245
RHOJ	1.0150116611140962
PIFO	1.0149757480245662
SCARNA2	1.0147474995713317
IFI6	1.0147314376198797
SAMSN1	1.014678143074268
RNF182	1.014658264989196
ZDHHC11	1.014559290853852
LOC100286922	1.014541897781509
ADRA2C	1.0144305511162275
HK3	1.0144045192570441
KDM6B	1.0142337178535479
KAAG1	1.0142231852288184
SP140	1.0141912622080005
FAM13C	1.014050113244693
HAS2	1.0139481865999562
KCNJ12	1.0138782459297573
ATP11A-AS1	1.0138263208573761
HAUS7	1.0137521398869116
ZNF331	1.01361806857621
ACY1	1.013388815449646
ACKR4	1.0132329011428778
IFNG	1.0130763338144513
ADAM22	1.0130102505434528
ANGPTL1	1.0128657084557429
RGS16	1.0128626400753376
SLC22A13	1.0127135010670218
FPR2	1.0127063738476725
BNIP3	1.0126943252010756
OAS2	1.0124440373272952
C5	1.012391348415011
ADCY1	1.0122355414356619
ZBED2	1.0118865496622758
CDKN1C	1.0118566110686273
SIRPB1	1.011748176090803
PLK2	1.0116701895894622
ADAM19	1.0115628902835645
MARK1	1.011549128855595
ANKRD37	1.0114737586114895
OLFML1	1.0114287141280818
CSNK2A3	1.011274799330684
GRAMD1B	1.0112664300548038
CCDC113	1.0112441676476995
AK4	1.0112327323984096
SV2A	1.01117953087835
TAL1	1.011029505125564
ITGB2	1.0110017759149097
MC1R	1.0108630532298915
FILIP1L	1.0108468515841693
ACSL1	1.0108173496382913
MSR1	1.010301454521021
GPRIN1	1.0102363966863879
PLEKHG6	1.0102087959200183
FZD1	1.0101800127590603
PERP	1.0101396851423423
AC093375.1	1.0098806638041542
CNTN4	1.0098230660614953
TRIL	1.0098038926624062
GLIS1	1.0097956106351058
MS4A7	1.0095162260070503
TMEM54	1.0095143071898016
ARHGEF26-AS1	1.0093514745334224
C2orf82	1.00928124476565
AMOTL2	1.0092215487013454
GPRASP2	1.0089637756771146
PI4KAP1	1.0089256808497629
AGAP11	1.0088143622653196
CXCR3	1.0087408744231727
LPPR4	1.008715270102186
PCDHGC4	1.0086826515839937
CDH2	1.0085861194159644
ILDR1	1.0083766458734154
FCGR3A	1.0082298813176913
RBMS3	1.008053861063341
SAMD5	1.0079746275829757
UG0898H09	1.0078461826854301
HOOK1	1.00779905809716
SGPP2	1.0074469853437447
B4GALNT2	1.0074026571062586
INMT	1.0073570598074313
ZNF135	1.0073132634979456
LILRB4	1.0068689417921752
FERMT3	1.0068542925628599
SYT17	1.00684456087031
CRB3	1.0067698976148387
CPED1	1.0066048738189215
LOC101928600	1.0063021505760155
CCR7	1.0062907512487334
ALDH3A2	1.006110182845424
PAQR5	1.0057883787301956
SCUBE1	1.005541611701081
ACOX2	1.0054944114534967
AICDA	1.005468281473506
MID1	1.0050709735870273
LINC00473	1.0050500526945594
NAGS	1.0049186387547409
IGF1	1.0048320626503728
STARD4-AS1	1.0046959547402827
PHYHD1	1.0045901939894963
MXRA7	1.004588894314086
GK	1.00445140414094
ISYNA1	1.0044216278934839
SMTN	1.00425070709492
MARC2	1.0042383607034049
HIST1H2AH	1.0042011437918956
HIST1H3G	1.0041882085816376
HIST1H2BH	1.0040089454654202
DNAJB9	1.0039430616140164
DMD	1.0037550970954983
FBN1	1.003411073517301
SEC31B	1.003298761248961
RASGEF1B	1.0032297022435603
NR5A2	1.0032234179977135
PLOD2	1.0030588176235364
LDHB	1.002996119764715
CHST6	1.002862122996961
KCNIP4	1.002721547608215
MAP6	1.0027156144242366
TRAF1	1.0024846400720488
HOXD4	1.0024039901023098
LAMA5	1.0020513412894394
PLGLB1	1.0019170155395938
GRAMD1C	1.0016755608734424
C4orf32	1.0013946211811438
MAMDC2	1.0011371069070463
IL34	1.0011227154687117
NR1D1	1.0010439142834329
HLA-DMA	1.0007670539763174
RPL39	1.000633800026067
ESPL1	1.0006259090719372
HSPB8	1.0006247606617513
LINC00174	1.000494793356265
LOC284454	1.0000283631114877
SPDYE6	0.9997602401917003
CERCAM	0.999684909071363
SLC36A2	0.9996263411861354
GPX2	0.9992547212702231
C8orf44-SGK3	0.9992480910388948
LOC101929567	0.9991950046952821
SMIM2-AS1	0.9991319196694025
TMEM75	0.9990345905840339
ADORA3	0.9989332651405819
TSIX	0.9988689999747551
COL13A1	0.9986404155708654
MYLK4	0.998623748393144
SYNPO	0.9985954757624874
FDPSP2	0.9984848015611469
HES1	0.9983094394672777
ERVFRD-1	0.9982845095938497
KCNE3	0.9982610401187832
LOC729737	0.9981640167439544
DOK6	0.998019365764358
TBC1D3	0.9980098691563462
HIST1H3H	0.9979358260548158
LINC00844	0.9979224731278831
CCDC102B	0.9977930384644562
SDHAP3	0.9975071825577514
TM4SF1	0.9974901895589747
ITGA5	0.9969729005974252
GZMB	0.9969333587225144
ARHGAP28	0.9968689859023016
ALDH2	0.9967364659241561
PNMA6A	0.9967064761093073
KLHL6	0.9966621810933649
LRRC10B	0.996146824681827
ANKRD65	0.9959943256070987
PLCE1	0.9958932456193144
NLGN1	0.9958510637936975
PCDHAC2	0.9958330030068614
SAMD9L	0.9951702001860647
IFIT1	0.9950923504144223
WDFY4	0.9947823679188291
EPS8L2	0.9941664464508957
UPK3BL	0.9941136873463312
ITGB2-AS1	0.9939536001087236
CEP55	0.9939157835025519
KIF5C	0.9938876887786241
SKAP1	0.9935685015715539
ACVRL1	0.9934899837611072
GPR174	0.993277107990051
LOC100653515	0.9931591454546206
SMG1P7	0.992962727066894
GPR137B	0.9929447816325065
TMEM74B	0.9929376831552313
ART4	0.9926014496944355
SPARC	0.9925808412347646
GATS	0.9922627609301077
TMEM82	0.992257152727971
ELFN1	0.9922449290051737
ARHGEF34P	0.9922157020205399
CXCL3	0.9921893594620742
PCDHA5	0.9921481174102708
AIM2	0.9919610149539859
UPP2	0.9919519795780006
CXCR4	0.9918438086200542
LINC00923	0.9916743476081449
SMG1P5	0.9914842596549814
KCNA5	0.9913510667282724
FAM13A	0.991263629700565
PALM	0.9911813834182398
ZNF117	0.9911629788659305
ETV1	0.991139136148358
PLXNA3	0.9909959031776373
CYTL1	0.9909634090518366
FRY	0.990714716745479
UGT2B10	0.9904668604163863
SHH	0.9903805587809564
FAM102A	0.9900358979108349
CYP26B1	0.9899126128972509
RHOB	0.9898303839213052
LINC00894	0.989825665639263
YWHAEP7	0.9897483041671755
SYDE2	0.9895729574357557
PLEKHA7	0.9894467284438142
CSRNP1	0.9888436523649285
CCL3L3	0.9888143249456629
AKR1E2	0.98860897735921
FUCA1	0.9885200530399413
SMCO3	0.988453044154517
PALLD	0.9883504899563169
FAM81A	0.9882574367479923
TNIK	0.9879004218151501
LOC102723544	0.9877197367138318
FRMPD2	0.9876303378359415
ZNF608	0.9876125806450775
MTMR9LP	0.9875419488126785
KGFLP1	0.9875191063867809
CLMN	0.9874898018775508
MIR155HG	0.9873732707621211
TACC2	0.9870917124138999
SH2D3C	0.9870696547749538
HNMT	0.9870017814758308
CBS	0.9869976292758166
POU2AF1	0.9867557345417747
ASPHD1	0.986617233929294
LOC150776	0.986598883914663
SOX17	0.9864386672719005
COL8A2	0.9861928810947139
HIST1H2AI	0.9861503752105841
CLIC2	0.9860615313588703
SERPIND1	0.9859948756925635
P2RY12	0.9859414739634845
BCMO1	0.9858346134850147
MMP15	0.9856291880186843
ZNF418	0.9855566782427216
HOGA1	0.9855113971598372
BAG2	0.9854820529646201
HERC2P2	0.9850469656221134
HIST1H3C	0.9849906468420668
BTLA	0.9848797701035218
PTGR1	0.9848341123093091
DOCK6	0.9846114468682159
HIC1	0.9844407172017671
C1orf210	0.9842524490404085
PLLP	0.9842101219457501
TSPAN2	0.9841639071139897
ADAMTS9-AS2	0.983855390114372
MAATS1	0.983843166809605
DCDC5	0.9836541775680914
MS4A6A	0.9834482986079376
MICAL2	0.98343488153477
ARHGAP19-SLIT1	0.9831679066545425
ABHD6	0.9829931437762132
STAG3L5P-PVRIG2P-PILRB	0.9829321465512042
SPTBN4	0.9828606766388857
RAPGEF5	0.9828420560414501
SPOCK2	0.982818665970035
HLX	0.9826222307244479
PCDH11Y	0.9825760924022412
ATP1B1	0.9824023548098451
CD86	0.982370004889261
ZNF471	0.9822837054865837
ARMC3	0.9820914573789229
BZRAP1	0.9820632774991473
CCR6	0.9819011549216764
CDCA7	0.9818983313606336
TBC1D10C	0.9817698867493146
SEMA4B	0.9814034022138814
GAS2	0.9811342804842033
NPM2	0.9810055057393472
PRSS16	0.9809412674215074
EEF1B2	0.9809180558665159
TMEM184A	0.9806124131310475
BMX	0.9805606236509573
DUSP5P1	0.9804812059787678
RUNX3	0.9804358440695242
PRKCB	0.9802700385701077
PNMA2	0.9801618040112239
CELSR2	0.9800730314617497
PGA5	0.9800052177903986
NOS2	0.9799185158178055
GUSBP3	0.9798362529632529
SYCP2	0.9795735764596584
TTLL7	0.9795115884411583
RHOH	0.9794311922814863
LAPTM5	0.9792780925288455
LOC100130872	0.9791729352570813
CECR1	0.9790803504507695
SEC16B	0.9790129053596478
GPHN	0.97893946411256
LOC100335030	0.9787332546029939
TYROBP	0.9786834358482125
HIF3A	0.9786213512144609
SLC26A1	0.9784710523158662
GRAMD4	0.9784488318352427
TP53I11	0.9782712714389799
F2RL2	0.9782430581969432
NUMBL	0.9780423254891366
NID1	0.9779844235286771
PLK1	0.9778804530125822
CPA6	0.9772925269439865
STAB1	0.9770298414951981
LINC01268	0.9768846186597624
PIK3AP1	0.9766148845438493
TFRC	0.9763127673808693
AHCYL2	0.9762235577101749
HES2	0.9761220935456268
ADM2	0.9761215133590958
LRIG3	0.9760768294932441
FUT3	0.9760427914514511
STEAP2	0.9759968956283525
NRXN2	0.9758812523153236
ITGAX	0.9757699638621684
IL4I1	0.9757417691346454
FAM26E	0.9755391101840892
AOAH	0.9753412203964379
ARHGAP33	0.9753157708247069
ANKRD36	0.9749872158538484
NT5E	0.9749560506795841
HOXC10	0.9749283834931893
AGXT	0.9746942631566939
TUBB2A	0.974605567120046
RPL41	0.9744592235462962
STON1	0.9742702141285915
MARVELD2	0.973956127025024
FPR3	0.9739168050942617
DDIT4	0.9738848349488576
LOC102546294	0.9737703642590796
HRCT1	0.9736655105715775
SLC25A34	0.9734947659238281
TICRR	0.9734141494968381
CIITA	0.9734061084948274
IL10RA	0.9732293580635593
FLJ41200	0.9732236661842648
ARHGAP44	0.9732020359261094
AATK	0.9731296575677588
FAM149A	0.9731167752712032
NET1	0.9731048313548314
PTK6	0.9729683191698797
FUT2	0.972840770741153
SLC44A3	0.9727533372393806
ZFPM2	0.9727009292368933
LOXL4	0.9726158787842132
MIR31HG	0.9725552801608538
GOLGA8I	0.972491006471234
PCDHAC1	0.9722380971382009
C3orf14	0.972232349194005
RASSF10	0.9719493095938244
PPT2-EGFL8	0.9719255935124624
FLJ42102	0.9717654311176452
COL4A2	0.9717261532057798
NKAIN1	0.9717177406139654
ABCA3	0.9715359793346657
ARAP3	0.971512269232639
DKFZP434L187	0.9714832936972374
FHOD3	0.9714500405846074
SDC2	0.9712562585466497
MYOM1	0.9712232297890105
MEIS3P1	0.970975614377477
TEN1-CDK3	0.9709489678071467
EPHA10	0.9708709601080967
GPR17	0.9707944898870954
TSHR	0.9707120626425974
S100A4	0.9706599438583281
NYX	0.9706561114305516
PROS1	0.9705927302834229
PRKAA2	0.9704667631774372
ARHGEF28	0.9702633004858789
PPBP	0.9702229998262661
LOC399715	0.9702058200747323
KLHL13	0.9701817755691818
LIMD2	0.9701346086753533
FAM171A1	0.9701021510612968
LZTS3	0.969816271283228
TEF	0.9695729802464563
PLIN5	0.9695604724214508
PRICKLE1	0.9695542475670447
SCUBE2	0.9695137062550394
BMP8A	0.9694927681670343
PRR26	0.9694765145113531
IGSF6	0.9694722618778578
MTMR11	0.9694360201343045
ST8SIA4	0.9693360736680668
CXXC4	0.9691873277006898
HOXA7	0.969140112579042
PLAGL1	0.9690656319654408
GLT8D2	0.9689508495433488
LOC284837	0.96851908484234694
SEMA5A	0.9684103471807863
SRRM2	0.9684010449306765
INPP4B	0.9679269253308379
FCN1	0.9679188834912321
HAS3	0.9678602217326685
SMG1P1	0.9676632762625141
TARP	0.9672296354922747
EFCAB4A	0.9670550523346789
SERPINB9P1	0.9670252877716379
FABP5	0.9669347878750769
LRP8	0.966912760690218
LYNX1	0.9667813751548028
CCDC144B	0.9667657644447619
AMIGO2	0.9666578760423936
CORO1A	0.9666559446153726
SDHAP2	0.9666506440946891
ME1	0.9666371553531278
F2R	0.9666047171101747
HIST1H3B	0.966549724944914
AFM	0.966484464943118
CSTB	0.9664623740119065
PRDM1	0.9664180386621043
METTL7A	0.9663478241611958
PLBD1	0.9662058068290649
TTC18	0.9661965639200695
TRPC6	0.9660664200362362
TMEM97	0.9660048317036802
ZNF844	0.9659378814445478
DNAH7	0.9657888995773278
EXPH5	0.9657844391766668
LOC400644	0.9656067488479779
KLRC4-KLRK1	0.9655611969528485
RASD2	0.9654321850094938
PTPLA	0.9653910551342448
BMP8B	0.9653877078593455
CDKL2	0.9652551161360046
TRABD2A	0.9652506037735836
UCP2	0.9649857576869761
LSP1	0.9649096833890698
IDO1	0.9646875901204517
GRB7	0.964665153252182
PLA2G16	0.9646604745248106
GCNT4	0.9646535570687071
ULK1	0.964626938698955
AGAP2-AS1	0.9646159511281501
B2M	0.9645869379636761
PLAC8	0.9645733594028685
PCDHB9	0.9645689388780646
PHKA1	0.964492199667688
CCDC183	0.9644847280552356
TMC5	0.9643686121917302
C1orf226	0.9643354143078058
FAM90A7P	0.9643200027061695
STARD9	0.9642511396139652
TTYH3	0.9640724851160398
SALL2	0.9639629464756347
SNHG12	0.9639549704966476
LY9	0.9639495165934262
KCNA3	0.963787167367289
CCDC68	0.9637857123903795
ANKRD20A9P	0.9635294002202482
BMP1	0.9633602370821029
CPD	0.9632778231995246
RUNDC3B	0.96314303336134
SLC8A1	0.963127536004039
CLEC1A	0.9630389851797481
RUNX1	0.9630047633954492
PCDHB4	0.9626634897863278
B4GALNT3	0.9626589452290418
SEPT5-GP1BB	0.9623397676566354
MIRLET7BHG	0.9622325439680673
KCNN4	0.9619813839082723
UBASH3A	0.9619052349234791
IKZF3	0.9618451269946559
CDSN	0.9617224129696452
TAL2	0.9617086356741048
CD53	0.9614175247189444
EBF4	0.9613230823919728
HIST1H4I	0.9611832148025541
SPC25	0.9611556573323811
GPR173	0.9611481058859368
GDPD3	0.9610739416242713
GVINP1	0.9608206558601533
KLF5	0.960741963305119
IL3RA	0.960623716550535
SH3BP2	0.9605481223792465
MX1	0.9604941605627912
LRRC41	0.960486828467478
TRIM7	0.9604683295177278
